Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,promoted
28,M.Tech,34,18,4,23,95.56,1
26,M.Tech,47,8,14,28,90.76,1
24,BSC,12,0,3,15,56.39,0
37,B.Tech,80,10,11,21,66.22,1
26,PhD,31,5,6,10,70.38,0
52,B.Tech,98,9,10,19,62.84,1
25,MSC,83,19,2,3,66.97,1
57,MSC,30,17,5,11,74.25,0
25,MBA,42,6,1,28,61.79,1
28,MSC,96,19,13,11,54.88,1
26,PhD,25,3,11,8,73.92,0
27,MBA,90,3,14,14,88.72,1
33,MBA,21,16,8,5,53.85,0
54,BBA,2,11,9,15,56.33,0
41,BBA,78,12,8,16,83.49,1
38,MBA,61,14,12,10,93.88,1
51,B.Tech,68,13,13,5,79.08,1
52,BSC,29,6,4,5,86.93,0
27,MSC,97,3,9,26,50.09,1
37,MSC,73,2,1,10,67.33,1
52,MBA,32,15,2,4,98.12,0
56,MBA,65,7,12,23,57.18,1
42,MBA,94,3,1,1,53.06,1
39,M.Tech,6,4,13,13,95.48,0
47,MBA,44,2,5,8,94.85,1
33,BSC,95,14,8,13,52.82,1
34,B.Tech,63,8,9,11,97.23,1
36,BSC,69,11,10,21,69.98,1
31,M.Tech,30,12,11,19,68,0
38,MSC,79,14,9,9,78.42,1
64,BBA,47,4,5,17,98.92,1
64,M.Tech,36,17,4,17,61.87,0
60,MBA,70,13,10,19,70.14,1
46,M.Tech,39,10,0,13,87.22,0
29,MBA,45,2,8,9,86,1
34,MSC,24,1,6,22,76.82,0
58,B.Tech,32,6,3,8,58.16,0
26,MSC,97,18,8,4,74.09,1
63,BSC,58,3,6,26,74.89,1
23,MBA,27,12,9,14,90.99,0
47,MBA,41,12,9,19,54.92,0
47,BSC,89,4,9,1,77.22,1
52,PhD,58,0,0,15,94.16,1
32,BBA,37,8,13,20,58.52,1
57,B.Tech,92,14,0,21,81.88,1
43,MBA,43,7,14,21,94.83,1
26,MSC,16,12,9,22,84.23,0
30,PhD,48,7,4,27,63.64,0
62,B.Tech,57,18,4,7,52.85,0
57,M.Tech,17,6,1,2,62.04,0
27,MSC,68,19,10,23,79.14,1
42,BBA,57,16,6,18,66.37,0
52,BBA,2,10,7,12,95.58,0
39,BSC,70,10,3,10,61.08,1
22,M.Tech,87,11,1,18,51.8,1
60,M.Tech,81,19,9,5,70.13,0
47,MSC,42,8,0,9,83.7,0
41,PhD,23,11,9,21,83.82,1
44,B.Tech,56,15,14,27,62.78,1
55,BSC,66,4,8,6,55.27,0
52,M.Tech,2,4,14,4,55.13,0
25,MSC,37,17,11,13,54.12,0
37,M.Tech,64,9,1,24,81.84,1
43,MSC,84,5,10,14,93.91,1
60,BBA,68,11,8,16,93.06,1
57,M.Tech,7,12,0,19,62.21,0
55,M.Tech,15,14,6,9,66.78,0
63,PhD,30,16,0,18,96.52,1
23,PhD,5,11,10,5,97.97,0
55,MSC,76,12,3,14,76.91,1
50,MBA,20,1,11,24,63.03,0
22,M.Tech,64,7,4,5,92.92,1
32,PhD,23,12,11,13,68.43,0
35,B.Tech,96,17,13,5,86.77,1
59,B.Tech,29,0,2,14,81.33,1
59,BBA,52,16,4,11,82.53,1
50,BBA,24,9,5,21,82,0
30,B.Tech,59,18,1,8,95.36,1
42,BSC,9,17,0,9,50.45,0
29,MSC,11,8,11,16,81.11,0
52,M.Tech,34,2,4,29,83.23,1
33,PhD,93,17,7,9,74.92,1
29,MBA,62,0,7,8,57.09,1
46,BSC,3,9,13,1,79.87,0
25,M.Tech,65,11,1,13,80.77,0
52,BSC,25,10,14,26,90.46,1
38,BSC,5,5,0,23,62.26,0
38,PhD,62,11,3,26,62.38,0
28,MBA,88,13,8,7,67.55,1
54,BSC,74,3,0,28,95.58,1
38,PhD,45,6,7,5,66.58,0
22,PhD,26,14,6,17,69.26,0
64,BBA,7,3,14,25,54.46,0
41,MSC,51,14,13,28,93.55,1
59,B.Tech,18,19,9,6,74.64,0
47,MSC,41,2,2,24,73.56,0
41,BBA,98,0,7,19,90.89,1
22,B.Tech,75,18,3,16,50.79,0
48,BBA,31,17,8,15,86.99,1
23,PhD,2,10,10,22,73.05,0
36,BSC,6,7,9,1,79.99,0
38,M.Tech,31,14,0,15,70.37,0
27,BSC,89,6,7,28,86.15,1
22,B.Tech,81,14,5,11,76.23,1
60,MBA,35,7,4,7,62.17,0
25,MBA,26,0,3,24,89.97,0
34,MBA,69,4,2,12,64.57,0
50,PhD,79,16,6,12,88.46,1
46,M.Tech,52,5,7,16,78.01,1
61,B.Tech,8,11,4,23,58.14,0
62,MBA,62,19,3,5,94.58,1
41,M.Tech,70,14,9,6,90.79,1
37,B.Tech,47,3,11,24,55.92,0
42,BBA,6,5,9,16,61.81,0
26,MSC,61,15,0,10,81.22,0
22,BSC,12,10,12,19,75.28,0
30,B.Tech,16,5,9,23,81,0
40,MSC,13,10,14,28,76.49,1
30,BBA,10,15,7,7,97.62,0
61,B.Tech,18,10,4,5,98.92,0
24,MSC,94,11,1,10,94.03,1
50,MBA,34,4,1,4,74.58,0
56,BSC,72,11,6,28,64.45,1
26,B.Tech,20,9,5,19,61.85,0
33,BBA,4,16,9,18,56.19,0
26,PhD,81,7,8,23,78.68,1
45,MBA,35,0,12,11,52.75,0
28,BBA,47,16,13,24,62.38,0
59,MBA,56,19,8,23,74.59,1
60,B.Tech,6,14,4,6,65.98,0
29,BSC,59,16,14,12,81.46,1
32,BSC,23,12,6,14,63.27,0
62,BSC,76,14,0,23,91.66,1
44,M.Tech,8,6,11,14,84.22,0
60,MBA,99,19,3,20,98.76,1
21,BBA,94,9,1,3,51.09,1
42,M.Tech,73,11,0,16,77.32,1
37,M.Tech,36,7,12,28,69.29,1
46,M.Tech,15,15,4,8,75.84,0
34,MBA,50,5,3,4,81.79,1
54,BSC,84,12,6,15,59.77,1
27,BSC,95,4,3,29,52.48,1
31,B.Tech,16,10,9,23,51.45,0
29,PhD,79,6,9,11,52.18,0
47,BBA,65,10,9,5,74.71,1
62,PhD,89,8,6,16,55.92,1
54,M.Tech,25,14,14,2,87.26,0
56,MBA,32,13,9,2,98.92,0
29,M.Tech,86,1,9,5,92.87,1
53,BSC,11,5,6,6,89.89,0
35,M.Tech,66,9,11,1,50.74,0
37,MSC,39,14,8,24,92.34,1
52,PhD,17,5,14,15,66.5,0
60,PhD,63,8,1,22,88.19,1
59,PhD,57,17,8,12,84.85,1
23,BBA,79,14,2,26,97.67,1
36,PhD,33,8,12,1,78.05,0
25,B.Tech,27,18,12,27,71.72,1
27,MBA,69,18,3,4,92.55,1
50,MSC,56,16,4,29,78.18,1
32,BBA,17,1,11,22,92.85,1
30,BSC,2,10,7,24,98.42,1
28,BSC,33,17,1,10,80.48,0
34,BBA,95,6,5,6,61.66,1
61,MBA,16,8,1,5,97.02,0
59,M.Tech,39,4,13,3,92.16,1
23,BSC,47,2,4,1,66.84,0
31,B.Tech,8,11,3,17,91.92,0
34,BBA,38,10,3,19,70.86,0
30,BBA,42,2,4,26,98.21,1
36,MBA,82,9,3,24,53.51,1
56,MSC,78,10,8,8,60.61,1
32,B.Tech,35,3,12,16,78.44,1
48,BSC,35,2,6,13,85.78,0
50,MSC,69,12,13,22,66.54,1
43,MSC,80,14,11,3,88.84,1
63,BBA,23,5,9,16,60.66,0
41,B.Tech,20,7,7,3,60.52,0
44,BBA,68,12,0,25,54.06,0
51,BSC,55,15,0,15,98.64,1
55,M.Tech,27,6,10,23,76.05,0
44,MBA,89,11,4,13,52.65,0
54,B.Tech,37,11,0,6,93.82,1
41,B.Tech,93,12,14,25,85.5,1
36,B.Tech,37,14,2,1,70.53,0
27,MBA,78,2,4,14,56.67,1
27,MSC,69,1,9,21,81.24,1
49,BBA,69,16,13,22,64.55,1
51,MBA,51,10,7,8,61.72,1
63,B.Tech,98,2,9,6,84.72,1
59,MSC,40,10,1,14,97.37,1
56,M.Tech,5,18,13,12,80.89,0
37,BBA,55,7,1,13,78.83,1
56,PhD,69,16,4,21,88.83,1
61,MBA,96,15,4,19,63.88,1
30,PhD,10,10,14,17,64.47,0
55,B.Tech,17,17,2,8,54.09,0
34,MBA,98,1,2,10,60.57,1
59,B.Tech,29,15,5,9,53.47,0
22,PhD,24,16,11,23,51.16,0
30,PhD,75,3,1,5,80.27,1
28,B.Tech,5,15,14,11,91.27,0
42,B.Tech,57,18,3,1,83.97,0
45,BBA,6,14,14,10,94.6,0
26,MSC,53,14,3,13,63.88,0
28,MSC,6,10,10,27,98.79,0
30,M.Tech,96,8,6,22,52.15,1
30,PhD,39,7,0,27,99.07,1
48,MBA,64,10,11,14,55.44,1
47,M.Tech,14,19,9,19,67.43,0
31,BBA,88,5,1,16,65.39,1
22,PhD,49,9,2,19,87.21,1
34,M.Tech,10,17,0,17,52.86,0
41,BSC,90,18,11,13,89.79,1
31,B.Tech,76,3,12,8,87.36,1
45,BSC,13,4,7,4,66.87,0
27,BSC,1,8,11,3,87.99,0
54,BSC,80,8,0,20,93.52,1
48,M.Tech,41,4,8,21,63.34,0
22,MBA,28,15,8,19,97.6,0
49,B.Tech,21,13,10,3,62.92,0
40,BBA,27,2,6,15,76.04,1
26,MSC,75,15,2,21,60.1,0
36,MSC,38,13,9,9,80.43,0
43,MSC,95,8,9,23,68.39,1
58,PhD,19,18,10,9,77.57,0
26,BBA,8,18,12,14,76.37,0
64,MBA,3,13,2,7,50.75,0
23,MSC,86,19,6,6,90.33,1
56,BBA,97,14,8,3,86.12,1
39,BSC,72,15,8,1,74.55,1
39,PhD,5,7,11,27,65.11,0
36,M.Tech,15,7,1,13,57.28,0
29,MSC,1,16,10,16,81.31,0
53,MSC,99,2,11,18,61.46,1
31,MBA,30,2,12,27,63.24,0
34,MSC,97,18,4,22,61.56,1
46,BBA,72,16,2,14,91.84,1
54,BBA,94,4,13,25,73.86,1
57,B.Tech,91,1,5,18,71.67,1
63,BSC,91,8,1,12,86.35,1
56,M.Tech,64,1,11,21,62.16,1
22,MSC,75,8,3,20,57.98,1
33,BSC,22,8,5,11,56.26,0
45,M.Tech,2,9,5,19,58.42,0
42,B.Tech,15,5,8,25,60.19,0
47,MSC,34,11,13,7,64.32,0
35,PhD,65,2,14,11,66.87,1
64,M.Tech,94,15,11,7,53.04,1
30,MBA,50,16,0,2,61.48,0
56,MSC,14,15,10,18,87.31,0
21,BSC,47,0,6,27,52.24,1
22,MSC,4,0,0,29,64.83,0
57,MSC,98,1,6,24,59.19,1
37,B.Tech,73,12,5,9,86.51,1
61,MBA,14,12,2,22,89.71,1
47,BBA,58,15,0,24,97.75,1
56,MBA,27,14,11,11,55.33,0
60,PhD,38,6,11,9,70.66,1
46,MSC,86,11,2,13,98.61,1
39,B.Tech,58,10,12,24,67.93,0
53,BSC,69,9,8,9,55.73,1
21,BBA,76,17,14,11,90.88,1
22,B.Tech,52,8,9,9,75.14,0
64,BSC,84,7,9,6,82.86,1
33,MBA,43,19,4,2,97.2,1
56,PhD,87,12,1,23,52.33,1
59,M.Tech,51,1,0,15,98.52,1
41,B.Tech,88,10,6,13,52.85,1
48,PhD,7,19,10,28,87.6,1
46,MSC,85,19,0,2,50.12,0
44,MBA,97,18,4,14,93.62,1
28,M.Tech,71,6,7,9,72.79,1
24,MSC,58,16,3,18,51.18,0
28,MSC,70,2,7,7,55.19,0
42,PhD,80,18,8,12,78.19,1
52,B.Tech,54,14,9,14,97.16,1
47,B.Tech,2,5,9,7,62.03,0
48,MBA,4,13,0,2,92.52,0
62,PhD,24,12,7,15,73.86,0
24,PhD,45,8,12,21,54.7,0
31,M.Tech,53,9,12,15,80.34,0
55,B.Tech,71,2,8,18,69.24,1
61,MSC,16,14,7,2,57.47,0
21,B.Tech,4,6,3,7,83.37,0
38,PhD,2,5,14,7,77.32,0
23,MSC,46,5,6,21,72.65,1
44,BSC,18,16,3,11,75.92,0
52,PhD,21,0,12,9,86.28,1
57,B.Tech,68,4,0,18,82.49,1
32,MBA,52,9,9,12,96.15,1
60,M.Tech,68,10,0,20,84.68,1
45,MBA,16,1,14,2,80.07,0
42,B.Tech,17,9,13,13,81.34,0
29,PhD,20,5,8,29,58.21,0
55,BSC,39,8,4,22,58.01,0
56,M.Tech,27,3,7,20,83.3,1
40,M.Tech,71,19,0,24,94.96,1
54,MBA,41,6,3,2,96.06,1
47,MBA,90,4,12,25,93.03,1
58,B.Tech,90,3,7,2,87.47,1
44,MBA,25,10,13,28,79.79,1
23,PhD,70,0,5,16,90.33,1
36,BBA,3,7,1,26,59.34,0
41,B.Tech,47,13,7,18,84.22,1
58,BBA,39,12,8,18,96.44,1
50,B.Tech,14,12,1,8,79.55,0
25,MSC,13,19,0,5,89.77,0
28,BBA,78,13,1,20,80.35,1
55,MBA,13,3,11,1,64.55,0
45,MBA,73,4,13,12,55.94,1
38,MBA,70,7,4,3,74.49,1
37,BSC,54,3,3,9,71.88,0
42,MSC,73,11,12,11,69.67,1
31,BSC,81,4,11,13,68.03,1
47,MSC,77,12,7,20,88.58,1
35,MBA,9,9,3,28,86.39,0
49,BBA,95,19,10,13,85.07,1
29,BBA,57,19,3,1,63.59,0
59,MSC,2,4,13,21,62.14,0
58,PhD,14,12,11,27,99.67,1
27,PhD,17,5,0,13,50.42,0
44,MBA,20,1,13,19,89.78,1
26,BBA,99,14,12,5,50.37,0
24,MBA,3,4,10,9,80.1,0
50,PhD,9,0,10,7,55.55,0
25,B.Tech,41,14,14,27,70.98,0
56,MBA,43,0,5,12,74.82,1
59,BSC,12,18,0,8,85.82,0
44,M.Tech,38,5,1,7,83.29,0
26,MSC,84,9,13,2,80.23,1
61,MSC,26,9,3,9,59.45,0
52,PhD,65,0,7,9,92.61,1
40,MSC,16,19,5,28,75.63,0
56,MSC,65,16,1,23,56.18,0
25,M.Tech,70,8,1,27,64.85,1
23,BSC,73,12,1,28,60.77,1
42,B.Tech,3,5,2,2,84.47,0
22,BSC,87,18,9,7,51.35,1
58,M.Tech,47,2,1,3,63.91,0
52,M.Tech,76,13,14,7,97.59,1
39,BBA,60,9,6,11,82.96,0
35,MBA,20,10,5,7,51.86,0
25,MSC,52,0,5,18,58.84,1
47,MBA,71,1,1,8,69.3,1
48,MBA,83,3,9,24,89.02,1
36,PhD,67,9,3,3,63.17,0
54,MBA,17,13,3,24,70.18,1
56,PhD,65,12,11,29,85.71,1
23,BBA,3,12,5,1,78.46,0
60,MBA,14,1,11,17,84.42,1
30,M.Tech,97,17,6,29,55.13,1
29,PhD,79,6,2,25,51.09,1
61,M.Tech,82,11,0,16,74.93,1
59,M.Tech,11,18,6,5,67.55,0
62,MSC,3,9,13,29,84.32,0
61,M.Tech,91,6,11,16,83.44,1
62,MBA,26,18,13,12,61.43,0
25,BBA,67,17,7,7,99.01,1
30,MBA,19,8,4,11,95.79,0
56,PhD,50,6,13,17,60.16,1
60,BBA,42,3,6,9,50.63,0
23,PhD,98,12,5,11,66.29,1
54,B.Tech,14,14,7,29,92.36,1
59,PhD,71,10,7,22,94.86,1
46,PhD,52,11,4,27,82.33,1
41,PhD,66,13,5,8,54.31,1
30,M.Tech,32,5,0,26,91.88,1
55,BSC,38,0,1,12,84.04,0
38,PhD,24,14,9,10,65.21,0
38,M.Tech,13,0,5,25,78.13,0
57,PhD,16,19,11,4,67.17,0
37,B.Tech,46,1,8,1,55.62,0
64,BBA,28,0,4,12,86.31,1
42,BSC,4,17,14,29,72.99,0
49,BSC,45,8,12,6,96.59,1
46,MSC,96,1,13,3,54.15,1
64,PhD,95,13,8,11,65.69,1
43,MSC,70,3,10,6,74.97,1
58,M.Tech,26,14,13,13,91.61,0
59,BBA,12,3,9,17,51.82,0
49,B.Tech,84,18,3,12,78.66,1
32,MBA,51,1,5,1,95.69,0
50,MBA,97,18,6,10,68.61,1
23,B.Tech,41,19,6,11,64.31,0
44,B.Tech,47,0,9,17,51.54,0
24,MBA,64,17,13,6,59.23,0
43,M.Tech,54,2,4,4,84.7,1
21,PhD,73,6,1,10,88.11,1
30,MBA,48,2,0,24,78.72,1
59,BSC,93,10,13,8,60.9,1
48,M.Tech,95,1,10,27,77,1
32,B.Tech,10,8,7,2,69.7,0
30,BSC,7,13,8,28,58.07,0
41,BBA,27,14,7,9,80.21,0
46,B.Tech,18,16,13,6,63.04,0
57,PhD,71,8,10,28,75.07,1
39,BSC,39,0,0,8,57.01,0
40,MSC,82,4,3,20,73.58,1
26,MBA,24,3,14,20,98.84,0
57,M.Tech,82,15,0,13,79.41,1
64,MSC,46,13,9,12,80.78,1
44,MSC,2,13,4,19,59.62,0
23,BSC,17,19,1,17,66.26,0
56,MSC,21,6,14,21,91.8,1
24,BBA,85,7,12,9,87.2,1
40,BBA,20,5,2,8,51.11,0
38,MSC,10,2,1,26,84.56,1
26,MBA,68,3,11,10,75.35,1
56,MSC,92,4,6,3,80.98,1
34,BSC,61,4,0,17,53.07,0
45,MBA,11,9,7,12,90.16,0
31,PhD,5,14,14,27,80.05,0
49,M.Tech,84,12,9,11,70.92,1
64,PhD,52,8,12,19,72.87,1
58,PhD,2,6,2,15,52.04,0
59,B.Tech,88,5,12,29,76.02,1
41,B.Tech,46,16,12,3,88.1,0
64,MSC,31,8,6,18,93.86,1
33,M.Tech,44,3,12,24,79.86,1
42,MSC,99,0,6,7,63.61,1
41,B.Tech,41,14,6,9,68.21,0
33,MSC,55,5,3,2,64.63,1
58,B.Tech,18,12,8,29,95.24,1
47,MBA,45,17,12,7,93.37,0
54,MBA,62,19,8,23,79.42,1
59,MSC,90,0,13,7,94.86,1
22,BSC,53,15,11,8,65.13,0
63,MBA,15,11,4,7,75.08,0
22,MBA,25,3,9,19,69.53,0
49,BBA,91,4,3,29,53.8,1
31,MSC,31,3,5,12,93.91,0
54,BSC,64,12,6,28,51.04,1
31,MBA,64,18,13,15,73.64,1
25,MSC,39,6,2,10,57.91,0
32,BBA,31,6,1,25,73.3,1
49,B.Tech,37,5,7,29,76.15,1
53,MSC,4,15,11,8,63.99,0
39,B.Tech,14,0,6,6,57.01,0
50,PhD,86,17,12,17,54.78,1
36,M.Tech,56,1,5,6,75.07,0
51,MBA,20,16,6,14,94.3,1
41,BBA,19,14,3,24,76.39,1
30,BBA,70,2,2,17,62.29,1
46,MSC,27,8,2,7,84.33,0
57,M.Tech,85,18,10,9,70.61,1
48,B.Tech,73,16,3,26,51.53,1
39,M.Tech,64,14,2,21,58.83,1
24,MSC,1,4,11,28,71.29,0
23,B.Tech,4,2,5,18,85.2,0
25,BBA,95,11,1,29,99.35,1
30,MSC,28,17,12,22,61.03,0
30,B.Tech,40,1,10,18,81.68,0
49,B.Tech,35,10,6,15,83.52,0
59,MBA,45,14,8,2,64.85,0
32,BBA,52,8,11,29,84.01,1
53,MBA,59,5,6,8,50.32,0
45,BBA,35,8,7,19,77.64,1
56,MBA,72,8,1,3,56.88,0
42,BBA,4,3,4,27,71.18,0
43,BSC,13,15,13,2,50.94,0
63,MSC,79,8,14,15,58.03,1
47,BBA,76,6,7,7,73.34,1
28,MBA,29,4,12,22,50.32,0
58,MSC,65,6,11,24,85.46,1
24,M.Tech,28,16,9,10,50.46,0
43,BSC,85,16,14,29,81.94,1
40,MSC,89,12,13,20,54.5,1
45,M.Tech,87,10,8,1,74.25,1
32,B.Tech,28,14,8,22,60.23,0
24,BSC,23,13,9,21,63.89,0
25,MBA,59,8,0,9,92.13,1
53,B.Tech,43,18,6,24,73.94,1
38,MSC,99,2,2,26,56.08,1
21,BBA,37,9,13,14,64.77,0
49,MSC,11,13,10,1,70.06,0
37,BSC,13,16,14,18,60.34,0
47,BSC,4,10,11,9,95.34,0
56,M.Tech,95,14,5,15,95.12,1
51,BBA,43,9,9,6,83.81,1
30,MBA,30,1,11,20,83.8,1
53,B.Tech,33,10,3,22,84.08,1
53,MBA,38,15,5,17,56.7,0
42,B.Tech,85,7,10,12,58.02,1
33,B.Tech,96,5,6,9,72.1,1
61,MBA,16,1,6,29,79.28,1
22,PhD,37,12,12,27,63.7,0
29,M.Tech,54,8,12,26,76.55,1
34,BBA,36,19,5,15,67.78,0
30,MBA,32,15,11,17,98.85,1
35,BSC,38,12,14,16,94.05,1
24,BSC,99,0,8,16,51.86,1
35,BBA,28,15,12,27,82.85,0
26,BSC,39,3,11,10,88,0
45,MSC,20,7,9,25,90.92,1
36,MSC,64,11,8,25,63.3,1
57,BSC,38,14,9,7,66.77,0
34,B.Tech,11,0,11,11,86.58,0
34,BSC,85,11,2,10,62.65,0
54,BSC,52,6,12,15,85.05,1
55,M.Tech,40,3,0,9,86.62,0
29,MBA,74,12,5,28,50.5,1
32,BBA,60,18,10,21,94.99,1
21,MBA,54,11,2,26,89.77,1
33,MSC,24,2,0,15,72.21,0
62,BSC,1,19,5,21,66.82,0
64,PhD,47,14,10,29,76.48,1
61,B.Tech,38,15,7,5,95.22,1
39,MSC,91,11,3,16,97.91,1
64,MSC,50,10,13,6,64.52,1
34,B.Tech,17,13,6,25,97.24,0
40,BSC,21,2,1,22,79.34,0
60,BSC,85,9,1,9,62.47,1
46,MSC,13,13,4,28,86.45,0
59,BSC,52,2,10,9,93.53,1
49,BBA,91,1,4,22,57.26,1
21,MBA,28,8,13,17,68.73,0
55,MBA,70,6,13,14,58.64,1
22,MSC,57,8,14,2,71.15,0
59,MBA,2,5,9,12,89.9,0
45,MBA,29,14,13,24,85.42,0
58,BBA,99,16,10,26,55.37,1
24,PhD,77,11,10,29,57.72,1
23,B.Tech,42,14,13,4,98.54,1
56,MBA,83,11,8,2,77.58,1
43,MSC,65,10,5,9,76.13,1
43,B.Tech,35,13,14,1,86.01,1
25,MSC,71,5,9,1,50.68,0
41,MBA,42,13,10,13,67.25,0
29,PhD,37,2,13,19,54.52,0
52,BBA,10,0,11,20,96.75,0
22,MBA,81,1,14,12,82.32,1
62,BBA,20,0,4,7,78.76,0
45,BSC,89,4,6,9,92.28,1
26,BBA,45,12,12,28,85.93,1
56,PhD,46,18,7,27,54.07,1
64,M.Tech,89,13,13,10,60.47,1
46,MSC,18,5,10,27,87.71,1
23,M.Tech,29,11,11,25,68.77,0
27,M.Tech,56,9,13,8,96.69,1
44,B.Tech,92,19,1,14,96.67,1
25,MBA,74,6,2,9,71.12,1
35,MSC,66,1,6,15,84.64,1
44,B.Tech,31,7,11,14,83.04,1
26,PhD,65,6,12,19,60.65,0
28,B.Tech,12,19,3,25,55.75,0
35,PhD,36,5,9,10,67.05,0
45,BBA,3,19,10,2,97.1,0
54,PhD,42,5,6,18,81.94,0
54,B.Tech,37,5,8,10,85.52,1
63,MBA,16,0,13,17,65.21,0
27,PhD,70,17,10,15,77.93,1
21,MSC,74,10,4,27,94.96,1
34,B.Tech,26,18,5,26,99,1
29,BSC,55,10,5,13,93.82,1
36,PhD,41,6,4,12,51.2,0
53,M.Tech,89,9,6,29,79.71,1
26,B.Tech,30,18,11,21,62.67,0
21,MSC,58,6,2,10,79.32,1
28,PhD,70,16,4,18,87.35,1
57,BSC,8,3,2,1,81.09,0
60,BBA,48,19,8,9,55.2,0
57,M.Tech,37,16,1,27,68.07,0
23,MSC,92,8,11,7,64.23,1
21,B.Tech,24,17,4,19,83.81,0
57,BSC,82,2,14,27,91.33,1
28,MBA,72,17,11,3,82.2,0
30,BBA,27,11,1,4,71.88,0
46,B.Tech,82,13,1,7,56.43,0
21,B.Tech,68,2,10,8,66.33,1
24,M.Tech,39,1,14,17,57.33,0
62,MSC,63,12,12,12,72.83,1
36,MBA,32,17,6,4,92.64,1
52,BBA,70,19,8,9,84.45,1
55,B.Tech,74,0,8,10,80.85,1
50,BBA,99,13,2,29,70.26,1
54,PhD,71,4,8,29,93.34,1
31,MSC,42,3,0,3,79.62,0
28,PhD,73,18,12,26,58.65,1
31,M.Tech,24,7,6,3,90.54,0
62,BBA,78,9,8,23,88.02,1
55,MBA,33,4,2,19,77.67,0
53,M.Tech,12,18,13,25,90.07,0
29,B.Tech,53,15,7,23,59.25,0
57,BBA,41,15,1,27,92.89,1
34,MSC,21,1,11,8,60.78,0
62,MSC,63,1,6,10,80.52,1
54,PhD,22,16,9,11,94.81,1
42,MBA,14,7,5,12,51.72,0
44,M.Tech,33,12,5,26,62.57,0
43,MSC,39,10,4,15,75.93,0
46,M.Tech,94,3,11,21,69.22,1
45,BSC,84,10,7,26,59.57,1
56,B.Tech,66,1,14,20,75.21,1
63,B.Tech,69,10,12,23,55.7,1
24,MSC,65,13,8,15,74.67,0
57,MSC,63,13,11,13,50.37,0
53,MBA,91,10,5,1,63.38,1
41,B.Tech,1,10,8,5,99.23,0
46,BBA,98,17,14,3,63.63,1
59,BBA,4,18,14,28,87.51,1
37,MSC,51,8,2,20,88.8,1
36,BBA,16,15,10,25,93.75,0
26,PhD,99,4,7,5,88.32,1
50,BSC,83,13,13,3,93.46,1
56,MSC,21,9,6,8,82.23,0
27,PhD,87,3,5,11,58.49,1
45,B.Tech,57,11,3,21,63.62,1
24,M.Tech,78,16,8,11,98.1,1
63,MSC,55,9,3,22,65.38,1
29,B.Tech,73,17,14,14,81.73,1
61,M.Tech,86,10,2,27,59.99,1
50,BBA,10,10,3,26,85.37,0
63,B.Tech,1,12,6,24,97.78,0
33,B.Tech,64,19,8,21,82.58,1
38,MBA,70,0,2,5,70.78,1
23,PhD,92,14,2,8,73.45,1
64,BBA,71,12,14,19,68.73,1
56,MBA,52,7,1,17,62.37,1
48,BSC,31,6,7,13,60.99,0
36,PhD,21,7,3,12,58.63,0
63,MSC,49,9,8,18,50.09,1
60,B.Tech,60,7,14,1,69.91,1
44,MSC,4,4,9,5,72.42,0
46,MSC,6,5,1,16,80.26,0
30,M.Tech,96,19,5,6,82.17,1
30,MBA,26,1,14,18,73.01,0
43,M.Tech,57,0,0,2,75.37,1
54,MBA,35,13,3,22,55.8,0
43,M.Tech,19,12,14,7,91.23,0
49,MSC,89,15,14,17,68.35,1
58,MBA,38,14,12,21,95.76,1
22,B.Tech,77,14,6,23,93.78,1
43,BSC,80,13,12,24,79.54,1
42,PhD,75,10,10,25,95.78,1
21,BSC,91,14,12,21,93.6,1
33,BBA,69,6,14,17,72.94,1
35,MSC,35,3,8,22,73.86,0
60,PhD,53,4,9,25,66.15,1
44,BBA,12,8,2,21,78.43,0
62,B.Tech,34,6,10,25,55.11,0
43,PhD,4,19,3,24,51.93,0
52,M.Tech,26,2,6,6,52.91,0
31,MBA,22,6,11,11,91.7,0
53,BBA,70,7,8,24,65.1,1
55,BBA,35,1,3,10,52.94,0
49,MSC,76,12,5,19,87.6,1
51,M.Tech,96,6,5,18,78.54,1
55,BSC,44,18,7,4,91.88,1
34,BBA,32,3,10,17,95.05,1
41,BBA,30,1,0,6,80.49,0
51,PhD,51,18,14,5,70.57,0
33,PhD,20,6,12,27,81.35,0
48,B.Tech,21,15,5,13,62.83,0
54,B.Tech,44,5,14,22,91.98,1
37,PhD,69,13,14,6,82.87,1
26,BSC,88,1,11,20,55.28,1
36,B.Tech,38,17,10,7,72.1,0
60,BBA,45,4,6,6,92.42,1
54,MSC,33,13,1,21,60.58,0
22,B.Tech,34,18,4,10,84.7,0
61,PhD,79,15,10,16,51.76,1
33,BBA,54,8,5,2,88.82,0
38,BBA,63,7,8,6,87.13,1
62,PhD,69,6,10,17,76.82,1
22,MBA,57,2,13,3,87.12,1
57,M.Tech,93,3,10,1,64.29,1
23,BBA,94,9,9,21,50.95,1
48,MBA,32,14,8,13,76.54,0
63,MSC,76,1,3,9,91.75,1
35,BSC,2,13,2,19,75.22,0
30,BBA,30,18,10,14,84.63,0
47,M.Tech,40,5,1,7,69.39,1
31,BBA,13,3,9,22,71.24,0
41,MSC,5,8,9,25,97.2,0
42,MSC,17,2,1,3,82.63,0
38,B.Tech,70,13,0,4,58.56,0
29,BSC,37,9,4,25,85.27,1
26,PhD,51,7,12,21,62.21,1
